Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Latitude,Longitude
1006099,110000481755,PHILLIPS 66 SANTA MARIA REFINERY,ARROYO GRANDE,CA,93420,2555 WILLOW ROAD,SAN LUIS OBISPO COUNTY,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",150634.676,149819.6,439,40.74,-124.21
1002597,110012587370,PITCHESS COGENERATION FACILITY,SAUGUS,CA,91350,29300 THE OLD ROAD,LOS ANGELES COUNTY,922140,C,Other,9907.712,9897.3,4.75,35.04,-120.59
1007345,110017973193,POTRERO HILLS LANDFILL,SUISUN CITY,CA,94585,3675 POTRERO HILLS LANE,SOLANO COUNTY,562212,HH,Waste,82891.5,,82891.5,34.45,-118.61
1002106,110012694352,PRIMA DESHECHA LANDFILL,SAN JUAN CAPISTRANO,CA,92675,32250 LAPATA AVE,ORANGE COUNTY,562212,HH,Waste,121884.5,,121884.5,38.23,-121.98
1002152,110000481274,PROCTER & GAMBLE PAPER PRODUCTS,OXNARD,CA,93030,800 N. RICE AVE.,VENTURA COUNTY,322121,C,Pulp and Paper,299987.02,299677.4,141.25,33.49,-117.63
1003199,110043783983,PUENTE HILLS LANDFILL AND ENERGY RECOVERY,WHITTIER,CA,90601,2800 S WORKMAN MILL ROAD,LOS ANGELES COUNTY,562212,"C,HH",Waste,67764.744,,67369,34.21,-119.14
1000410,110045402079,Palomar Energy Center,ESCONDIDO,CA,92029,2300 Harveson Place,SAN DIEGO COUNTY,221112,D,Power Plants,704747.788,704032.1,326.5,34.02,-118.03
1000546,110071161134,Panoche Energy Center,FIRBAUGH,CA,93662,43883 WEST PANOCHE ROAD,FRESNO COUNTY,221112,D,Power Plants,336712.604,336371.2,155.75,33.12,-117.12
1000133,110012236507,Pastoria Energy Facility,LEBEC,CA,93243,39789 EDMONSTON PUMPING PLANT,KERN COUNTY,221112,D,Power Plants,1775142.816,1773489.5,754.25,36.65,-120.58
1010424,110070054365,Pechanga Resort and Casino,Temecula,CA,92593,45000 Pechanga Parkway,RIVERSIDE COUNTY,721120,C,Other,4220.984,4216.6,2,34.96,-118.84
1000439,,PG&E BURNEY COMPRESSOR STATION,Burney,CA,96013,37667 East Highway 299,SHASTA COUNTY,221210,"C,W-NGTC",Petroleum and Natural Gas Systems,60826.332,57984.1,2809.75,33.45,-117.10
1006434,110002065078,PG&E DELEVAN COMPRESSOR STATION,Maxwell,CA,95955,5001 Delevan Road,COLUSA COUNTY,221210,"C,W-NGTC",Petroleum and Natural Gas Systems,35267.226,32694,2554.75,41.02,-121.69
1006265,110043974081,PG&E GERBER COMPRESSOR STATION,GERBER,CA,96035,22169 Chard Ave,TEHAMA COUNTY,221210,"C,W-NGTC",Petroleum and Natural Gas Systems,54075.056,51668.9,2377.25,39.36,-122.26
1004272,110001200995,PG&E HINKLEY COMPRESSOR STATION,HINKLEY,CA,92347,35863 FAIRVIEW RD,SAN BERNARDINO COUNTY,221210,"C,W-NGTC",Petroleum and Natural Gas Systems,63136.236,56289.6,6814.75,40.07,-122.21
1004068,110002426232,PG&E KETTLEMAN COMPRESSOR STATION,AVENAL,CA,93204,34453 PLYMOUTH AVENUE,KINGS COUNTY,221210,"C,W-NGTC",Petroleum and Natural Gas Systems,19850.084,17472,2368.25,34.90,-117.16
1007536,110071159793,PG&E TIONESTA COMPRESSOR STATION,Tionesta,CA,96134,State Road 97,MODOC COUNTY,221210,"C,W-NGTC",Petroleum and Natural Gas Systems,36353.568,35112.9,1221,36.07,-120.08
1004069,110070864020,PG&E TOPOCK COMPRESSOR STATION,NEEDLES,CA,92363,145453 National Trails Highway,SAN BERNARDINO COUNTY,221210,"C,W-NGTC",Petroleum and Natural Gas Systems,37276.176,32880.7,4377,41.50,-120.87
1007262,110070090716,"Pelican Renewables, LLC",STOCKTON,CA,95206,3028 NAVY DRIVE,SAN JOAQUIN COUNTY,325193,"C,PP","Other,Suppliers of CO2",0.2,0.2,,34.73,-114.60
1001964,110038102969,Phillips 66 Los Angeles Refinery - Carson Plant,CARSON,CA,90745,1520 EAST SEPULVEDA BOULEVARD,LOS ANGELES COUNTY,324110,"C,MM-REF,P,PP,Y","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",938378.42,933450.5,2681,37.94,-121.34
1006843,110000476235,Phillips 66 Los Angeles Refinery - Wilmington Plant,WILMINGTON,CA,90744,1660 WEST ANAHEIM STREET,LOS ANGELES COUNTY,324110,"C,P,PP,Y","Chemicals,Refineries,Suppliers of CO2",1580205.138,1574176.5,2763.75,33.80,-118.24
1012414,110045006943,Pio Pico Energy Center,San Diego,CA,92154,7363 Calzada De La Fuente,SAN DIEGO COUNTY,221112,D,Power Plants,39889.952,39849.4,18.5,33.77,-118.29
1004685,110043788602,"Pixley Cogen Partners, LLC",Pixley,CA,93256,11518 Road 120,TULARE COUNTY,221112,C,Power Plants,40786.464,40652.4,46.75,32.57,-116.92
1001129,110071161649,Procter & Gamble Power Plant,SACRAMENTO,CA,95826,5000 83rd St,SACRAMENTO COUNTY,221112,"C,D",Power Plants,327002.188,326670.1,151.5,36.00,-119.30
1007738,110070286303,QUALCOMM INC - MOREHOUSE DR,SAN DIEGO,CA,92121,5555 MOREHOUSE DR,SAN DIEGO COUNTY,541990,C,Other,22617.916,22594.9,10.5,38.53,-121.40
1011718,110070062346,QUALCOMM INC - PACIFIC CENTER,San Diego,CA,92121,5751 Pacific Center Boulevard,SAN DIEGO COUNTY,541990,C,Other,39715.748,39674.1,19,32.89,-117.20
1002231,110000609707,"Quemetco, Inc.",City of Industry,CA,91746,720 South Seventh Avenue,LOS ANGELES COUNTY,331492,"C,R",Metals,39745.492,39729.6,7.25,32.90,-117.20
1004745,110017973022,RECOLOGY OSTROM ROAD,WHEATLAND,CA,95692,5900 OSTROM ROAD,YUBA COUNTY,562212,HH,Waste,88636,,88636,34.03,-117.98
1007668,110010060842,REDWOOD LANDFILL,NOVATO,CA,94945,8950 REDWOOD HWY,MARIN COUNTY,562212,"C,HH",Waste,86373.942,102.3,86225.75,39.08,-121.40
1005042,110070111135,Recology Hay Road,VACAVILLE,CA,95687,6426 HAY ROAD,SOLANO COUNTY,562212,HH,Waste,54862.25,,54862.25,38.16,-122.57
1000161,110001187876,Redding Power Plant,REDDING,CA,96001,17120 CLEAR CREEK ROAD,SHASTA COUNTY,221112,"C,D",Power Plants,171016.816,170843.1,79.25,38.31,-121.84
1000438,110024436608,Ripon Generation Station,RIPON,CA,95366,1015 S STOCKTON BLVD,STANISLAUS COUNTY,221112,D,Power Plants,20430.224,20409.4,9.5,40.51,-122.43
1000471,110040565242,Riverside Energy Resource Center,RIVERSIDE,CA,92504,5901 PAYTON AVE,RIVERSIDE COUNTY,221112,D,Power Plants,31761.78,31728.9,15,37.73,-121.12
1000485,110070090551,Roseville Energy Park,ROSEVILLE,CA,95747,5120 PHILLIP RD,PLACER COUNTY,221112,"C,D",Power Plants,231877.692,231642.6,107.25,33.96,-117.45
1000501,110039570540,Russell City Energy Company LLC,Hayward,CA,94545,3862 Depot Road,ALAMEDA COUNTY,221112,D,Power Plants,139562.764,139415.9,67,38.79,-121.38
1006395,110000483487,SAN FRANCISCO REFINERY AT RODEO,RODEO,CA,94572,1380 SAN PABLO AVENUE,CONTRA COSTA COUNTY,324110,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",1273369.674,1267419.9,2466.75,37.63,-122.13
1002565,110000481684,SAN JOAQUIN REFINING CO INC,BAKERSFIELD,CA,93308,3500 SHELL STREET,KERN COUNTY,324110,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",93904.336,93376.6,473.5,38.04,-122.25
1006215,110070089964,SAN MARCOS LANDFILL,SAN MARCOS,CA,92069,1595 SAN ELIJO ROAD,SAN DIEGO COUNTY,562212,HH,Waste,3508.75,,3508.75,35.40,-119.05
1004692,110013974921,SAN TIMOTEO SOLID WASTE DISPOSAL SITE(REDLANDS),REDLANDS,CA,92373,"31 REFUSE ROAD, 2 MILES S OF B",SAN BERNARDINO COUNTY,562212,HH,Waste,20272,,20272,33.10,-117.18
1004882,110013168366,SANTA MARIA REGIONAL LANDFILL,SANTA MARIA,CA,93454,2065 EAST MAIN STREET,SANTA BARBARA COUNTY,562212,"C,HH",Waste,6943.15,6.9,6936.25,34.01,-117.22
1002230,110038364427,SAPUTO CHEESE USA INC,TULARE,CA,93274,800 EAST PAIGE AVENUE,TULARE COUNTY,311513,C,Other,65607.452,65539.5,31,34.95,-120.38
1005782,110012694851,SAVAGE CANYON LANDFILL,WHITTIER,CA,90602,13919 EAST PENN STREET,LOS ANGELES COUNTY,562212,HH,Waste,11103.5,,11103.5,36.18,-119.34
1004262,110001176575,SENSIENT NATURAL INGREDIENTS LLC,LIVINGSTON,CA,95334,9984 WEST WALNUT AVENUE,MERCED COUNTY,311423,C,Other,46846.262,46795.5,22.75,33.98,-118.02
1007816,110002797689,SIMI VALLEY LANDFILL & RECYCLING CENTER,SIMI VALLEY,CA,93065,2801 NORTH MADERA ROAD,VENTURA COUNTY,562212,"C,HH",Waste,207721.996,194.4,207527,37.39,-120.67
1002317,110000478974,SOLAR TURBINES INCORPORATED,SAN DIEGO,CA,92123,4200 RUFFIN ROAD,SAN DIEGO COUNTY,333611,C,Other,26575.632,26544.8,13.25,34.25,-118.82
1004123,110066385520,SONOMA COUNTY CENTRAL DISPOSAL SITE,PETALUMA,CA,94952,500 MECHAM ROAD,SONOMA COUNTY,562212,"C,HH",Waste,53546.226,,53490.5,32.82,-117.13
1003395,110000781716,SPADRA LANDFILL,WALNUT,CA,91789,4125 WEST VALLEY BOULEVARD,LOS ANGELES COUNTY,562212,HH,Waste,8233,,8233,38.30,-122.74
1012095,110002412620,SRI International Cogeneration Project,Menlo Park,CA,94025,"333 Ravenswood Avenue, Bldg U",SAN MATEO COUNTY,221112,C,Power Plants,23874.56,23849.9,11.25,34.04,-117.82
1007461,110001187885,STANISLAUS FOOD PRODUCTS COMPANY,MODESTO,CA,95354,1202 D STREET,STANISLAUS COUNTY,311421,C,Other,52151.004,52097.3,24.5,37.46,-122.18
1002384,110028014805,Santa Ynez Unit (SYU),GOLETA,CA,93117,12000 CALLE REAL,SANTA BARBARA COUNTY,211120,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",0,0,,37.64,-120.99
1004779,110001186859,Southern California Gas Blythe Facility,Blythe,CA,92225,13100 West 14th Avenue,RIVERSIDE COUNTY,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,52165.544,41586.8,10555.5,34.46,-120.04
1010581,110065454984,Southern California Gas Co Wheeler Ridge station,Mettler,CA,93313,9530 Highway 166,KERN COUNTY,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,27896.408,24337.7,3545,33.60,-114.64
1005063,110001185422,Southern California Gas Company - Honor Rancho,VALENCIA,CA,91355,25205 WEST RYE CANYON ROAD,LOS ANGELES COUNTY,486210,"C,W-UNSTG",Petroleum and Natural Gas Systems,24396.566,22478.8,1905.25,35.06,-119.02
1003679,110033204887,SUNSHINE CANYON LANDFILL,SYLMAR,CA,91342,14747 SAN FERNANDO ROAD,LOS ANGELES COUNTY,562212,HH,Waste,381572.25,,381572.25,34.44,-118.58
1003998,110006825908,SYCAMORE COGENERATION Facility,BAKERSFIELD,CA,93308,1546 SW China Grade Loop,KERN COUNTY,221112,"C,DD","Other,Power Plants",726443.132,725698.4,339.75,34.32,-118.50
1003680,110070092140,SYCAMORE LANDFILL,SANTEE,CA,92071,8514 MAST BLVD,SAN DIEGO COUNTY,562212,HH,Waste,107174.75,,107174.75,35.45,-118.99
1000507,110035420719,Salinas River Cogeneration Facility,SAN ARDO,CA,93450,"Star Route 42, Wunpost Road",MONTEREY COUNTY,221112,"D,DD","Other,Power Plants",206412.436,206203.1,95.5,32.86,-117.03
1012097,110000522275,San Jose/Santa Clara Regional Wastewater Facility,San Jose,CA,95134,700 Los Esteros Road,SANTA CLARA COUNTY,221320,C,Other,22558.51,22449.5,36,35.95,-120.87
1004438,110028036220,Santa Clara Cogen,Santa Clara,CA,95050,524 Robert Avenue,SANTA CLARA COUNTY,221112,C,Power Plants,36795.96,36757.6,17.5,37.43,-121.95
1002318,110071159535,Santiago Canyon Landfill,ORANGE,CA,92862,3099 SANTIAGO CYN RD,ORANGE COUNTY,562212,HH,Waste,36093.5,,36093.5,37.36,-121.94
1001456,110000914734,Scattergood Generating Station,PLAYA DEL REY,CA,90293,12700 VISTA DEL MAR,LOS ANGELES COUNTY,221112,D,Power Plants,771073.336,770274.9,364.25,33.78,-117.75
1011475,110000495562,Schlosser Forge Company,Rancho Cucamonga,CA,91730,11711 Arrow Route,SAN BERNARDINO COUNTY,332112,C,Other,17030.436,17012.9,8,33.92,-118.43
1003198,110043804942,Scholl Canyon Landfill,Los Angeles,CA,90041,7721 N. Figueroa Street,LOS ANGELES COUNTY,562212,HH,Waste,100031.5,,100031.5,34.10,-117.55
1011577,110027254986,"Seaboard Energy California, LLC",Madera,CA,93638,31470 Avenue 12,MADERA COUNTY,424710,C,Petroleum and Natural Gas Systems,0.8,0.8,,34.15,-118.18
1005308,110000481933,Searles Valley Minerals,Trona,CA,93562,13200 Main Street,SAN BERNARDINO COUNTY,212391,C,Other,1643227.144,1632172,4051.25,36.92,-119.98
1010962,110043534388,Sentinel Energy Center,N. Palm Springs,CA,92258,15775 Melissa Ln,RIVERSIDE COUNTY,221112,D,Power Plants,319547.764,319222.8,148.25,35.76,-117.38
1011384,110000474987,Shultz Steel Company,South Gate,CA,90280,5321 Firestone Blvd.,LOS ANGELES COUNTY,331221,C,Metals,17041.236,17023.7,8,33.93,-116.57
1013147,,Sierra Army Depot,Herlong,CA,96113,74 Currant St.,LASSEN COUNTY,928110,HH,Waste,173.5,,173.5,33.95,-118.17
1003340,110028037915,Southeast Resource Recovery Facility (SERRF),LONG BEACH,CA,90802,120 PIER S. AVE,LOS ANGELES COUNTY,562213,C,Waste,141838.848,134156,2996.5,40.15,-120.12
1013939,110070397447,"Stanton Energy Reliability Center, LLC",Stanton,CA,90680,10711 Dale Avenue,ORANGE COUNTY,221112,D,Power Plants,2604.64,2601.9,1.25,33.76,-118.24
1000102,110013729251,Sunrise Power Company,FELLOWS,CA,93224,12857 SUNRISE ROAD,KERN COUNTY,221112,D,Power Plants,1020349.668,1019313.4,472.75,33.81,-117.98
1002634,110034184488,TAJIGUAS LANDFILL,GAVIOTA,CA,93117,14470 CALLE REAL,SANTA BARBARA COUNTY,562212,HH,Waste,30743.25,,30743.25,35.21,-119.59
1005800,110000477788,TAMCO,RANCHO CUCAMONGA,CA,91739,12459-B Arrow Route,SAN BERNARDINO COUNTY,331110,C,Metals,102.9,102.9,,34.48,-120.13
1004403,110014327843,TEAPOT DOME LANDFILL,PORTERVILLE,CA,93257,21063 AVENUE 128,TULARE COUNTY,562212,HH,Waste,4745.75,,4745.75,34.10,-117.53
1005368,110065359098,TEHAMA COUNTY/RED BLUFF LANDFILL,RED BLUFF,CA,96080,19995 PLYMIRE ROAD,TEHAMA COUNTY,562212,HH,Waste,28806,,28806,36.02,-119.10
1000907,110001161242,THE MORNING STAR PACKING CO (Los Banos),LOS BANOS,CA,93635,13448 SOUTH VOLTA ROAD,MERCED COUNTY,311421,C,Other,47327.572,47278.8,22.25,40.20,-122.29
1004743,110012693932,TOLAND ROAD LANDFILL,SANTA PAULA,CA,93060,3500 NORTH TOLAND ROAD,VENTURA COUNTY,562212,HH,Waste,53926.5,,53926.5,37.09,-120.93
1007329,110069359063,TORRANCE REFINING COMPANY LLC,TORRANCE,CA,90504,3700 WEST 190TH STREET,LOS ANGELES COUNTY,324110,"C,MM-REF,P,PP,Y","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2754771.912,2744889.4,5459,34.41,-119.00
1006089,110013959895,TOYON CANYON PARK RECLAMATION PROJECT,LOS ANGELES,CA,90027,5050 MOUNT HOLLYWOOD DRIVE,LOS ANGELES COUNTY,562212,HH,Waste,69847.25,,69847.25,33.85,-118.34
1007836,110002688093,TRI-CITIES RECYCLING,FREMONT,CA,94538,7010 AUTO MALL PARKWAY,ALAMEDA COUNTY,562212,HH,Waste,5798.75,,5798.75,34.14,-118.30
1002261,110017407153,TRICOR REFINING LLC,BAKERSFIELD,CA,93308,1134 Manor Street,KERN COUNTY,324110,"C,Y",Refineries,40250.172,39886.6,344.5,37.50,-121.99
1009928,110041999825,TSI SEMICONDUCTORS LLC,Roseville,CA,95747,7501 Foothills Blvd.,PLACER COUNTY,334413,"C,I",Other,14492.75659,4810.4,2.25,35.42,-119.01
1011389,110000482898,"Tesla, Inc.",Fremont,CA,94538,45500 Fremont Boulevard,ALAMEDA COUNTY,336111,C,Other,40381.348,40339.7,19,38.78,-121.31
1012094,110070069475,TomaTek / Neil Jones Food Companies,Firebaugh,CA,93622,2502 N Street,FRESNO COUNTY,311421,C,Other,27550.796,27522.3,13,37.50,-121.95
1007312,110018862337,Tracy Combined Cycle Power Plant,TRACY,CA,95377,14950 W SCHULTE ROAD,SAN JOAQUIN COUNTY,221112,"C,D",Power Plants,362670.656,362302.4,168,36.84,-120.45
1003490,110066643289,U.S. BORAX INC.,BORON,CA,93516,14486 BORAX ROAD,KERN COUNTY,212391,C,Other,323043.984,322710.8,152,37.71,-121.49
1013042,110046299224,UC Berkeley,Berkeley,CA,94720,317 University Hall,ALAMEDA COUNTY,611310,C,Other,118447.404,118325.2,55.75,35.03,-117.70
1002271,110012428266,UC DAVIS MEDICAL CENTER,SACRAMENTO,CA,95817,2315 STOCKTON BOULEVARD,SACRAMENTO COUNTY,622110,C,Other,58832.078,58771.5,27.5,37.87,-122.27
1002461,110000746658,ULTRAMAR INC WILMINGTON REFINERY,WILMINGTON,CA,90744,2402 EAST ANAHEIM STREET,LOS ANGELES COUNTY,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",840503.732,835231.1,3288.25,38.55,-121.46
1004965,110000483619,UNITED STATES PIPE & FOUNDRY CO LLC,UNION CITY,CA,94587,1295 WHIPPLE ROAD,ALAMEDA COUNTY,331511,C,Metals,48901.16,48678.1,83,33.78,-118.24
1002726,110002646682,UNIVERSITY OF CALIFORNIA DAVIS,DAVIS,CA,95616,1 SHIELDS AVENUE,YOLO COUNTY,611310,C,Other,50945.85,50891.8,24.25,37.61,-122.04
1002612,110017417669,UNIVERSITY OF CALIFORNIA SAN DIEGO,LA JOLLA,CA,92093,9500 GILMAN DRIVE #0089,SAN DIEGO COUNTY,611310,C,Other,160812.244,160646.2,75.75,38.54,-121.75
1006873,110042033661,"UNIVERSITY OF CALIFORNIA, IRVINE",IRVINE,CA,92697,4600 HEALTH SCIENCES ROAD,ORANGE COUNTY,611310,C,Other,69037.74,68966.5,32.5,32.88,-117.24
1001998,110043805861,US GYPSUM - PLASTER CITY PLANT,EL CENTRO,CA,92243,3810 W EVAN HEWES HWY,IMPERIAL COUNTY,327420,C,Minerals,69297.14,69225.9,32.5,33.64,-117.85
1002237,110043972109,US Marine Corps MCAGCC Twentynine Palms Environmental Affairs,TWENTYNINE PALMS,CA,92278,BLDG. 1418 4th St,SAN BERNARDINO COUNTY,928110,C,Other,56543.488,56485.4,26.5,32.72,-115.11
1004478,110000483450,"USS-UPI, LLC",PITTSBURG,CA,94565,900 LOVERIDGE ROAD,CONTRA COSTA COUNTY,331221,C,Metals,37885.508,37846.6,17.75,34.23,-116.05
1002869,110071161086,"United Airlines, Inc.",SAN FRANCISCO,CA,94128,800 S. Airport Blvd - SFOMP/Bldg 49,SAN FRANCISCO COUNTY,488190,C,Other,26076.87,26044,13.5,38.03,-121.87
1012289,110009530392,University of California Santa Cruz,SANTA CRUZ,CA,95064,1156 High street,SANTA CRUZ COUNTY,611310,C,Other,28852.492,28822.9,13.5,37.62,-122.38
1005501,110001191068,"University of California, Los Angeles",LOS ANGELES,CA,90095,405 Hilgard Ave.,LOS ANGELES COUNTY,611310,C,Other,211595.204,211377.1,99.5,36.98,-122.05
1000557,110071160831,"University of California, San Francisco - Parnassus Campus",San Francisco,CA,94143,25 Medical Center Way,SAN FRANCISCO COUNTY,611310,C,Other,53983.748,53928.4,25.25,34.07,-118.44
1008504,110033145353,VALERO REFINING CO - CALI FORNIA BENICIA REFINERY,BENICIA,CA,94510,3400 E SECOND ST,SOLANO COUNTY,324110,"C,MM-REF,P,PP,Y","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2757315.65,2745134.7,7256.5,37.76,-122.46
1007040,110009544671,VASCO ROAD LANDFILL,LIVERMORE,CA,94550,4001 N VASCO RD,ALAMEDA COUNTY,562212,HH,Waste,30595.5,,30595.5,38.07,-122.14
1005588,110000479312,VISTA METALS CORPORATION,FONTANA,CA,92335,13425 WHITTRAM AVE.,SAN BERNARDINO COUNTY,331314,C,Metals,30071.936,30040.7,14.25,37.75,-121.72
1010774,110000476048,Valero Wilmington Asphalt Plant,Wilmington,CA,90744,1651 Alameda Street,LOS ANGELES COUNTY,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",14446.332,14255,173.75,34.09,-117.51
1001457,110012444417,Valley Generating Station,SUN VALLEY,CA,91352,11801 SHELDON ST,LOS ANGELES COUNTY,221112,"C,D",Power Plants,458046.068,457571.5,216.5,33.80,-118.24
1007607,110017973004,Victorville Sanitary Landfill,Victorville,CA,92392,18600 Stoddard Wells Road,SAN BERNARDINO COUNTY,562212,HH,Waste,45529.25,,45529.25,34.25,-118.39
1004548,110071159253,Visalia Landfill,Visalia,CA,93291,8614 Avenue 328,TULARE COUNTY,562212,HH,Waste,16209.5,,16209.5,34.59,-117.27
1003800,110021082736,WASTE MANAGEMENT INC Oyster Bay,SAN LEANDRO,CA,94577,2615 DAVIS STREET,ALAMEDA COUNTY,562212,"C,HH",Waste,2402.946,1141.6,1260.75,36.39,-119.39
1001819,110065210266,WEST CENTRAL LANDFILL,REDDING,CA,96001,14095 CLEAR CREEK RD,SHASTA COUNTY,562212,HH,Waste,65257.25,,65257.25,37.71,-122.19
1005061,110009550066,WEST MIRAMAR SANITARY LANDFILL,SAN DIEGO,CA,92111,5180 CONVOY STREET,SAN DIEGO COUNTY,562212,HH,Waste,152566,,152566,40.50,-122.45
1006501,110043971093,WESTERN REGIONAL SANITARY LANDFILL,LINCOLN,CA,95648,3195 ATHENS AVENUE,PLACER COUNTY,562212,HH,Waste,38200,,38200,32.84,-117.15
1003187,110017404637,"WM BOLTHOUSE FARMS, INC.",BAKERSFIELD,CA,93307,7200 EAST BRUNDAGE LANE,KERN COUNTY,311991,C,Other,35746.416,35709.7,16.75,38.84,-121.35
1004496,110009550663,WONDERFUL PISTACHIOS & ALMONDS,LOST HILLS,CA,93249,13646 NORTH HIGHWAY 33,KERN COUNTY,115114,C,Other,44112.284,44066.8,20.75,35.35,-118.93
1010417,110045006596,"Walnut Creek Energy, LLC.",City of Industry,CA,91745,911 Bixby Drive,LOS ANGELES COUNTY,221112,D,Power Plants,126333.98,126205.2,58.75,35.65,-119.89
1000464,110023013718,Walnut Energy Center,TURLOCK,CA,95380,600 S WASHINGTON ROAD,STANISLAUS COUNTY,221112,D,Power Plants,527392.996,526857.6,244.25,34.01,-117.94
1011526,110021301866,"Wild Goose Storage, LLC",Gridley,CA,95948,2780 West Liberty Rd.,BUTTE COUNTY,486210,"C,W-UNSTG",Petroleum and Natural Gas Systems,26188.31,23866.4,2308.5,37.49,-120.90
1011469,110063697370,Windset Farms,Santa Maria,CA,93458,1650 Black Road,SANTA BARBARA COUNTY,111419,C,Other,34094.372,34059.3,16,39.35,-121.82
1001107,110071162535,Woodland Generation Station,MODESTO,CA,95351,920 WOODLAND AVE,STANISLAUS COUNTY,221112,"C,D",Power Plants,173947.604,173770.6,80.75,34.93,-120.48
1004402,110013910562,Woodville Landfill,Tulare,CA,93274,19800 Road 152,TULARE COUNTY,562212,HH,Waste,11911.75,,11911.75,37.65,-121.02
1011371,110002065498,Yolo County Central Landfill,Woodland,CA,95776,44090 County Road 28H,YOLO COUNTY,562212,HH,Waste,19333.5,,19333.5,36.15,-119.23
1004577,110002084002,Yuba City Cogeneration,Yuba City,CA,95993,873 N. Walton Ave,SUTTER COUNTY,221112,C,Power Plants,30007.788,29977.1,14,38.59,-121.68
1000123,110000524969,Yuba City Energy Center,YUBA CITY,CA,95993,875 NORTH WALTON AVE,SUTTER COUNTY,221112,D,Power Plants,53732.248,53676.9,25.25,39.14,-121.64
,,,,,,,,,,,,,,39.14,-121.64